time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type
2015-09-15T22:38:31.840Z	35.3435	78.4646	10	4.6	mb		92	4.611	0.95	us	us20003juf	2015-09-16T06:41:11.546Z	"153km NNE of Leh, India"	earthquake
2015-09-15T22:38:25.890Z	41.915	-119.5941667	3.218	2.47	md	6	246	0.6483	0.89	uw	uw61066122	2015-09-16T00:09:04.940Z	"69km ESE of Lakeview, Oregon"	earthquake
2015-09-15T22:22:47.490Z	37.5983333	-118.7868333	6.87	0.5	md	17	96	0.03459	0.04	nc	nc72525601	2015-09-15T23:39:37.460Z	"17km ESE of Mammoth Lakes, California"	earthquake
2015-09-15T22:03:33.600Z	-20.0463	-70.8968	16.3	4.9	mb		140	0.753	1.05	us	us20003ju2	2015-09-16T14:57:49.000Z	"81km WNW of Iquique, Chile"	earthquake
2015-09-15T21:54:05.850Z	34.1356667	-117.2915	8.879	0.94	ml	31	67	0.04762	0.16	ci	ci37243199	2015-09-16T13:32:14.619Z	"1km NNE of San Bernardino, California"	earthquake
2015-09-15T21:50:44.370Z	33.4856667	-116.4738333	15.705	1.05	ml	28	101	0.0861	0.16	ci	ci37243191	2015-09-16T12:14:00.787Z	"20km ESE of Anza, California"	earthquake
2015-09-15T21:40:23.830Z	48.4725	-125.2921667	6.59	1.93	md	20	204	0.3763	0.68	uw	uw60114213	2015-09-15T22:47:05.460Z	"50km WNW of Neah Bay, Washington"	earthquake
2015-09-15T21:39:22.440Z	48.0928333	-121.9345	0.023	1.67	md	24	50	0.1027	0.26	uw	uw61066077	2015-09-15T22:18:14.400Z	"2km ENE of Granite Falls, Washington"	explosion
2015-09-15T21:28:36.210Z	39.1266667	-122.848	9.74	1.64	md	22	68	0.1587	0.1	nc	nc72525586	2015-09-16T00:02:13.500Z	"0km N of Nice, California"	earthquake
2015-09-15T21:27:15.590Z	34.377	-118.6221667	10.576	1.25	ml	8	135	0.03392	0.2	ci	ci37243183	2015-09-16T17:29:25.217Z	"10km SSW of Valencia, California"	earthquake
2015-09-15T21:21:20.750Z	-20.0783	-70.8808	12.26	5	mb		133	0.729	0.94	us	us20003jtk	2015-09-16T15:19:46.040Z	"78km WNW of Iquique, Chile"	earthquake
2015-09-15T21:17:42.860Z	49.389	-120.5298333	0.02	2.32	md	10	204	0.6015	0.37	uw	uw61066072	2015-09-15T21:44:45.190Z	"7km S of Princeton, Canada"	explosion
2015-09-15T21:08:47.330Z	36.0012	-96.8187	2.37	2.9	mb_lg		47	0.05	0.47	us	us20003jt8	2015-09-15T21:36:01.926Z	"4km WNW of Cushing, Oklahoma"	earthquake
2015-09-15T20:53:24.870Z	36.0002	140.2887	35.39	4.4	mb		128	0.243	0.74	us	us20003jvy	2015-09-16T18:08:56.615Z	"5km NNW of Inashiki, Japan"	earthquake
2015-09-15T20:51:52.000Z	53.1617	-166.6913	25.7	1.9	ml				0.31	ak	ak11702844	2015-09-16T01:46:14.211Z	"79km S of Unalaska, Alaska"	earthquake
2015-09-15T20:47:15.330Z	37.0546667	-97.919	1.44	2.02	ml	16	102	0.06557	0.07	ismpkansas	ismpkansas70135623	2015-09-16T13:17:53.293Z	"14km SE of Anthony, Kansas"	earthquake
2015-09-15T20:44:03.190Z	-4.8035	152.6183	61.37	4.9	mb		92	0.758	0.88	us	us20003jsy	2015-09-16T17:51:16.297Z	"59km SW of Taron, Papua New Guinea"	earthquake
2015-09-15T20:42:06.190Z	35.9979	-96.7743	8.24	2.6	mb_lg		38	0.044	1.08	us	us20003ju1	2015-09-16T17:45:27.038Z	"1km NNW of Cushing, Oklahoma"	earthquake
2015-09-15T20:39:27.000Z	62.7129	-151.5294	0	1.4	ml				0.57	ak	ak11702841	2015-09-15T20:53:49.653Z	"85km WNW of Talkeetna, Alaska"	earthquake
2015-09-15T20:36:41.200Z	45.878	-112.0321667	-2	1.03	ml	5	125	0.115	0.07	mb	mb80098114	2015-09-15T22:02:30.230Z	"5km E of Whitehall, Montana"	quarry blast
2015-09-15T20:29:54.200Z	35.9797	-96.7933	4.137	2.8	ml		56		0.82	us	us20003ju0	2015-09-16T17:47:08.629Z	"2km WSW of Cushing, Oklahoma"	earthquake
2015-09-15T20:27:51.890Z	48.296	-124.9403333	0.037	1.06	md	8	188	0.2104	0.68	uw	uw61066052	2015-09-15T21:40:03.430Z	"24km WSW of Neah Bay, Washington"	earthquake
2015-09-15T20:02:24.000Z	59.5709	-152.4481	68.8	2.5	ml				0.5	ak	ak11702827	2015-09-16T17:10:33.040Z	"41km WSW of Anchor Point, Alaska"	earthquake
2015-09-15T19:54:17.140Z	36.0606667	-117.8493333	4.457	0.15	ml	9	130	0.05713	0.08	ci	ci37243175	2015-09-15T20:05:19.416Z	"9km E of Coso Junction, California"	earthquake
2015-09-15T19:43:40.000Z	60.0341	-140.8069	4.2	2.3	ml				0.85	ak	ak11702778	2015-09-15T20:01:05.746Z	"81km NW of Yakutat, Alaska"	earthquake
2015-09-15T19:39:50.069Z	41.8541	-119.6277	8.3	2.2	ml	5	209.33	0.16	0.1616	nn	nn00510895	2015-09-16T04:08:24.437Z	"70km ESE of Lakeview, Oregon"	earthquake
2015-09-15T19:37:34.910Z	24.2336	121.8765	16.78	5.3	mb		27	0.264	1.17	us	us20003jrf	2015-09-16T17:44:17.040Z	"39km NE of Hualian, Taiwan"	earthquake
2015-09-15T19:34:47.260Z	-15.0388	-172.8578	36.69	4.9	mb		50	1.535	0.92	us	us20003jrj	2015-09-16T15:36:18.502Z	"139km NE of Hihifo, Tonga"	earthquake
2015-09-15T19:31:54.950Z	32.8995	-116.2701667	11.247	1.26	ml	36	70	0.02216	0.23	ci	ci37243167	2015-09-15T20:03:57.450Z	"26km ENE of Pine Valley, California"	earthquake
2015-09-15T19:27:04.210Z	32.8965	-116.2643333	12.237	1.13	ml	17	87	0.02176	0.2	ci	ci37243159	2015-09-15T19:32:05.982Z	"26km ENE of Pine Valley, California"	earthquake
2015-09-15T19:18:34.000Z	64.6639	-149.7161	19.2	0.9	ml				0.39	ak	ak11702772	2015-09-15T19:34:20.598Z	"30km WNW of North Nenana, Alaska"	earthquake
2015-09-15T19:12:18.160Z	33.607	-116.8153333	8.76	0.29	ml	10	86	0.0355	0.09	ci	ci37243143	2015-09-15T19:32:23.457Z	"14km WNW of Anza, California"	earthquake
2015-09-15T19:12:00.000Z	62.8271	-148.8383	10.5	1.3	ml				0.3	ak	ak11702770	2015-09-15T19:34:16.368Z	"63km S of Cantwell, Alaska"	earthquake
2015-09-15T19:08:02.700Z	36.7527	-98.7564	5	2.5	ml		153		0.71	us	us20003jsj	2015-09-16T15:31:46.474Z	"9km SW of Alva, Oklahoma"	earthquake
2015-09-15T19:00:25.850Z	33.8486667	-117.4873333	0.012	1.56	ml	55	46	0.04703	0.19	ci	ci37243135	2015-09-15T19:56:38.877Z	"4km SE of Home Gardens, California"	quarry blast
2015-09-15T18:58:41.120Z	36.9526667	-121.4451667	5.13	2.06	md	63	66	0.04516	0.08	nc	nc72525561	2015-09-16T17:46:39.240Z	"11km NNW of Hollister, California"	earthquake
2015-09-15T18:54:27.620Z	-20.0017	-70.9197	14.86	4.2	mwr		169	0.787	0.77	us	us20003jr5	2015-09-16T15:24:59.277Z	"84km WNW of Iquique, Chile"	earthquake
2015-09-15T18:47:24.450Z	33.777	-116.1196667	9.463	1.25	ml	35	63	0.08709	0.2	ci	ci37243127	2015-09-15T19:38:16.340Z	"11km NE of Indio, California"	earthquake
2015-09-15T18:41:37.200Z	45.7912	16.0191	3	2.6	ml				0.46	us	us20003jtq	2015-09-16T15:21:22.884Z	"4km SE of Zagreb - Centar, Croatia"	earthquake
2015-09-15T18:39:41.410Z	45.0835	-111.7323333	3.5	1.23	ml	9	113	0.265	0.16	mb	mb80098089	2015-09-15T21:45:11.350Z	"28km SE of Virginia City, Montana"	quarry blast
2015-09-15T18:26:03.550Z	-33.1695	-109.3982	13.3	5.1	mb		52	5.989	0.67	us	us20003jqz	2015-09-16T15:17:35.085Z	Southern East Pacific Rise	earthquake
2015-09-15T18:18:17.190Z	33.497	-116.475	13.975	0.59	ml	11	241	0.07635	0.12	ci	ci37243111	2015-09-15T20:08:23.634Z	"20km ESE of Anza, California"	earthquake
